txn_id,date,inn,side,amount,purpose,ts_score,ts_score_amount,ts_score_count
2acf1eb453760d957ce3d20843bda7c78cf3c2e51fe25bca167b96dbe86380bd,2022-08-02,ca3891c167141f4d,credit,760.11,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,1.0,0.5902898867436721,1.0
452583a3f7752b341b8c8a6b90403f0ce0893b9096bd2e5025c10c96d3c45eef,2021-07-30,80799e1a6646b6dc,credit,1763.0,налог на доходы физических лиц за июль 2021 года,1.0,0.21921198131126376,1.0
d41ffbce558145bd218e3fbcb0ea60f379b4ff70f7f89d0d718797afe0b00927,2021-08-11,80799e1a6646b6dc,credit,1821.0,налог на доходы физических лиц за август 2021 года,1.0,0.2668849305578736,1.0
ab807b384991acc7f905596713d8b9169c5a082de7d87fce0e906ce22cb8a7a8,2021-10-22,80799e1a6646b6dc,credit,7619.0,налог на доходы физических лиц за октябрь 2021 года,1.0,0.17953439779618774,1.0
2acf1eb453760d957ce3d20843bda7c78cf3c2e51fe25bca167b96dbe86380bd,2022-08-02,ca3891c167141f4d,credit,760.11,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,1.0,0.5902898867436721,1.0
cae8fdf69be5e2407d106155b93717a88b13097d2aecb3c3366d1e8b2b84effa,2021-05-31,80799e1a6646b6dc,credit,58.0,налог на доходы физических лиц за май 2021 года,1.0,0.2211170265064405,1.0
0103eb5553e39199e99b533a5c7329f788345fd3b9075a52947aec67f4cc77b7,2021-10-13,80799e1a6646b6dc,credit,7075.0,налог на доходы физических лиц за октябрь 2021 года,1.0,0.18486702169009311,1.0
9980167509ff15cae0386d24a222d10b679f051aa1f626671f9ab169a39b241f,2021-07-30,80799e1a6646b6dc,credit,0.3,пени по налогу на доходы физических лиц за май 2021 года,1.0,0.21921198131126376,1.0
1812f7ed25ac28129c352b8e44aed92ea86a65c171314cde080efaf0b1b915bb,2021-09-24,80799e1a6646b6dc,credit,800.0,"государственная пошлина за государственную регистрацию юридического лица, физических лиц в качестве индивидуальных предпринимателей, изменений, вносимых в учредительные документы юридического лица",1.0,0.24188438862595482,1.0
12d412e752d97d3fc6326b4e4fa8f7e40ca5eaf1414e01c54f48d70c1cea1b3d,2021-07-30,80799e1a6646b6dc,credit,58.0,налог на доходы физических лиц доплата за май 2021 года,1.0,0.21921198131126376,1.0
a2edc8ab25742ee471223778fe475be3d53242d40e305eda7e86d986ce225a0d,2021-09-15,80799e1a6646b6dc,credit,1021.0,налог на доходы физических лиц за сентябрь 2021 года,1.0,0.2454720965223443,1.0
642f43ee1ae56d58feee0f584f6d60151971ba8891aff7ab4ace0c27e35bacd5,2020-07-31,80799e1a6646b6dc,credit,1099.0,налог на доходы физических лиц за июль 2020 года,1.0,0.3354805975117577,1.0
de28f28fcc4590ee7b0e616c519583b3a2bbbc20068a88a7af59ea694730048c,2021-09-10,80799e1a6646b6dc,credit,3083.0,налог на доходы физических лиц за сентябрь 2021 года,1.0,0.23063872235056415,1.0
e1ad9731614a91704854e3c8e2c9a5d5add6665f57628999b1b05dfc649a4574,2021-09-03,6290b8d67943ece5,credit,6838.8,отпускные за отработанное время 21г для зачисления на счет таранова константина анатольевича сумма 6838-80 без налога (ндс),1.0,0.998749384684896,1.0
bddb1d60b248571a36fe4be72226a2934286448f54cb5b5762326ea0b04b21c9,2022-04-22,a4bb2adbd377d7b6,credit,1200.0,оплата по счету №1352 от 14.04.22 источник бесперебойного питания сумма 1200-00 без налога (ндс),1.0,1.0,1.0
af9ef7a4f8a174a200e4e6932665a0d5ac864c40d370693813c849333548e1a9,2021-08-02,ac31ae518119510a,credit,3000.0,оплата по счету № 65926 от 23.07.21 за август 21г сумма 3000-00 без налога (ндс),1.0,1.0,1.0
1af10b6ad01bc99dbacada58aafc1b5a4936f072e34f100964cb7d857969aecc,2021-08-02,ac31ae518119510a,credit,3000.0,оплата по счету № 63708 от 23.06.21г за июль 21г сумма 3000-00 без налога (ндс),1.0,1.0,1.0
fde05a85d4bf1f9d2f8be9a9edf37f366e99f67d450b8fbf64fd1a56c4544c94,2021-09-03,6290b8d67943ece5,credit,5454.42,заработная плата за вторую половину августа 21г для зачисления на счет таранова константина анатольевича сумма 5454-42 без налога (ндс),1.0,0.998749384684896,1.0
2c86d16acaee5ae14744e60e034e1df1fd48db7fb946a469218dad7d4924db1e,2021-08-31,80799e1a6646b6dc,credit,2130.0,налог на доходы физических лиц за август 2021 года,1.0,0.25303207227366786,1.0
ab3af08363bf516c8e0cec55406e286122f463dfb2da608b742759a1c97b9712,2021-06-30,80799e1a6646b6dc,credit,4261.0,налог на доходы физических лиц за июнь 2021 года,1.0,0.19528845059558353,1.0
64957206883936ef9f02b1df4d860143db01338fb746811b54c54e51879bebbe,2021-05-13,80799e1a6646b6dc,credit,58.0,"налог на доходы физических лиц за апрель 2021 года ,больничный",1.0,0.21483138288595405,1.0
43cdfcc5d4d25998f621cac061149b1ca63385ee727d454f46093271d5352a94,2022-04-22,a4bb2adbd377d7b6,credit,602.07,оплата по счету №1169 от 30.04.22 тревожной сигнализации за апрель 22 г сумма 602-07 без налога (ндс),1.0,1.0,1.0
c9dce093564c560801675d181a67826ffa8a8cef3c343e131bc71c326c5c9d47,2021-07-20,80799e1a6646b6dc,credit,1214381.15,налог на имущество организаций за 1 квартал 2021 года,1.0,1.0,0.0
b182a4e34f948ed8650df4080c28164c99df84ebcbdd0fa21b814b57fa3e8b7e,2021-05-11,80799e1a6646b6dc,credit,1111.0,налог на доходы физических лиц за май 2021 года с отпукных,1.0,0.18454705272295716,1.0
e4d62c5b5211f91bc12f7b7f91ba49cd42787860ac39d97d874b34cd53fa0da2,2022-01-11,80799e1a6646b6dc,credit,200.0,штраф налог на прибыль,1.0,0.16588110850866158,1.0
46095b649239dc83a52d1bede781ee11f4ba34062d1351eb982e7e36599a91b0,2020-08-31,80799e1a6646b6dc,credit,2691.0,налог на доходы физических лиц за август 2020 года,1.0,0.2193197626299539,1.0
06b2cdd7cc6618c4b50a598510086027810088956810a4069f86b8e8c5590306,2020-08-05,80799e1a6646b6dc,credit,15171.89,страховые взносы на выплату страховой части трудовой пенсии,1.0,0.930982381409637,1.0
3e62f80c6767b20ff06350aa4e5188265da862ef5bb96f7d52c0cf0c43b32daf,2020-08-05,80799e1a6646b6dc,credit,9361.0,налог на доходы физических лиц за июль 2020 года,1.0,0.930982381409637,1.0
e80ee314ae7189b793b9becbf054e018c33216d7fd67fa6b1b43cd948fa1dc49,2020-08-05,80799e1a6646b6dc,credit,4082.66,страховые взносы на обязательное медицинское страхование,1.0,0.930982381409637,1.0
bc3f46489c764ebed66abfea012b11d7f725787dad9dc44c345966fb552a6267,2020-08-05,80799e1a6646b6dc,credit,1721.95,взносы на обязательное социальное страхование,1.0,0.930982381409637,1.0
28655ea45ad34e72ad1bbb8df9e4e60e7c0b0413fe01762e66d136160c75a0a4,2020-08-05,80799e1a6646b6dc,credit,3.75,взносы на обязательное социальное страхование пеня,1.0,0.930982381409637,1.0
