date,debit_inn,credit_inn,amount,purpose,txn_risk_score,graph_node_score,history_risk_debit,history_risk_credit,history_risk_combined,overall_risk,overall_risk_level
2019-09-13,d877722ca4e40f98,8d9e0be733f77f1c,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №156 (1000000 rur ) от 13/09/19. без ндс,0.3057965325887827,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.30417768870986683,green
2022-03-16,d877722ca4e40f98,8d9e0be733f77f1c,33.69,оплата комиссии за оказание услуг по зачислению денежных средств. за период с date_13c5e229f11e по date_bce78375acfe. договор от date_eb8c294d74c6 № 50356798. ндс не облагается.,0.45724519757940457,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.39698605114842206,yellow
2020-08-24,d877722ca4e40f98,8d9e0be733f77f1c,111.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: документ(ы):; от 24/08/20 №№: 208 (5445.28 rur ), 210 (3",0.17477582253328955,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.2238876607552458,green
2021-07-12,d877722ca4e40f98,eed8b1f54ed4366c,12978.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 аванс 70% за июль 2021г по с/ф 29483-080-02 от 30.06.21г сумма 12978-00 в т.ч. ндс (20%) 2163-00,0.5945574266718618,0.20367633893077536,0.48008165384209694,0.49316970856652115,0.49316970856652115,0.4829271752295643,yellow
2020-11-20,d877722ca4e40f98,8d9e0be733f77f1c,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №319 (300000 rur ) от 20/11/20. без ндс,0.20622277370389702,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.2431584812805374,green
2021-10-20,d877722ca4e40f98,d8104c0f1919d0ef,300000.0,оплата по сч.№ 4 от 13.10.21г за облицовку листницы аванс сумма 300000-00 без налога (ндс),0.45682378278284624,0.9999873042106628,0.48008165384209694,0.47621189446489887,0.48008165384209694,0.5958055477543953,yellow
2021-04-14,d877722ca4e40f98,8d9e0be733f77f1c,1050.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №18 (350000 rur ) от 14/04/21. без ндс,0.28590637339647557,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.29198891766065016,green
2019-12-12,8d9e0be733f77f1c,d877722ca4e40f98,340000.0,поступления займов от учредителя 340000.00,0.750880895591608,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.6155389274635858,yellow
2019-12-26,d877722ca4e40f98,9d8f54ae3b88911b,500000.0,возврат займа по договору № ти-5/05042017 от date_0c045e11c60f сумма 500000-00 без налога (ндс),0.5818436254456685,0.20367633893077536,0.48008165384209694,0.49391033254767625,0.49391033254767625,0.4752377163214012,yellow
2020-06-19,659207c64fee1c66,d877722ca4e40f98,500000.0,перевод денежных средств по договору № ки-1/110620 от 11.06.2020г. сумма 500000-00 без налога (ндс),0.6978504481318293,0.20367633893077536,0.6236098760350244,0.7641079136265316,0.7641079136265316,0.5816162761520131,yellow
2021-10-13,d877722ca4e40f98,80799e1a6646b6dc,7075.0,налог на доходы физических лиц за октябрь 2021 года,0.33410745166457656,0.20367633893077536,0.48008165384209694,0.3423104845347409,0.48008165384209694,0.3215267359181574,yellow
2020-08-04,d877722ca4e40f98,6931e23e98703aa9,500000.0,оплата по счету № 4 от date_de9a487d4639 устройство кровли по договору подряда №3-тор от 19.05.17г сумма 500000-00 в т.ч. ндс (20%) 83333-33,0.7269280837478622,0.20367633893077536,0.48008165384209694,0.5443441301312014,0.5443441301312014,0.5710653772106518,yellow
2020-06-19,d877722ca4e40f98,6931e23e98703aa9,500000.0,оплата по счету № 4 от date_de9a487d4639 устройство кровли по договору подряда №3-тор от 19.05.17г сумма 500000-00 в т.ч. ндс (20%) 83333-33,0.7438404665013101,0.20367633893077536,0.48008165384209694,0.5443441301312014,0.5443441301312014,0.5814293546572588,yellow
2021-06-21,d877722ca4e40f98,8d9e0be733f77f1c,600.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №45 (200000 rur ) от 21/06/21. без ндс,0.3734140675330135,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.3456139911737706,yellow
2020-08-31,d877722ca4e40f98,a4bb2adbd377d7b6,602.07,оплата по счету №2249 от 31.08.20 то тревожной сигнализации за август 20г сумма 602-07 без налога (ндс),0.7472655535939678,0.20367633893077536,0.48008165384209694,0.5566000432225702,0.5566000432225702,0.5852097231211335,yellow
2019-03-25,8d9e0be733f77f1c,d877722ca4e40f98,100000.0,"<si> денежная наличность,поступившая через банкомат 60000636,25/03/2019 15:10:44: вноситель:парамошкин василий сергеевич id070026458 источник:14-займы доп.инфо:",0.7745341167715529,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.6306694800596458,yellow
2020-08-20,8d9e0be733f77f1c,d877722ca4e40f98,700000.0,поступление займа от учредителя - 700000.00,0.9441901988044967,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.7391955134870686,red
2020-07-08,d877722ca4e40f98,ed18d013d231f2d0,2250.0,оплата по счету № 476 от date_1696269e964a работа авто-вышки сумма 2250-00 без налога (ндс),0.2552767395447587,0.20367633893077536,0.48008165384209694,0.46295809171757635,0.48008165384209694,0.2732189525371781,green
2019-12-26,d877722ca4e40f98,9d8f54ae3b88911b,835000.0,возврат займа по договору № ти-3/160217 от date_5c6d4d224947 сумма 835000-00 без налога (ндс),0.5016293345656944,0.20367633893077536,0.48008165384209694,0.49391033254767625,0.49391033254767625,0.42608207020724553,yellow
2019-10-10,d877722ca4e40f98,eed8b1f54ed4366c,8610.84,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по сф 31969-080-02 от 30.09.19 аванс 70% за октябрь 2019г сумма 8610-84 в т.ч. ндс (20%) 1435-14,0.49345231233105513,0.20367633893077536,0.48008165384209694,0.49316970856652115,0.49316970856652115,0.4209695469024067,yellow
2020-03-27,d877722ca4e40f98,8d9e0be733f77f1c,9.53,"комиссия за перечисление средств со сч. юл на сч.фл (в т.ч. при закрытии счета), (оборот до 150 тыс. руб) по дог. рко №acc_ded93f97f389 от '02/12/2014'. за документы:№64 (1905.33 rur ) от 27/03/20. без нд",0.5634123729533649,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.4620457312175353,yellow
2022-05-05,d877722ca4e40f98,ed18d013d231f2d0,3750.0,оплата по счету № 211 от 25.04.22 транспортные услуги сумма 3750-00 без налога (ндс),0.3999847044471234,0.20367633893077536,0.48008165384209694,0.46295809171757635,0.48008165384209694,0.3618965863429038,yellow
2021-05-12,d877722ca4e40f98,8d9e0be733f77f1c,30.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №29 (10000 rur ) от 12/05/21. без ндс,0.38930283700872337,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.35535069420971777,yellow
2019-06-14,8d9e0be733f77f1c,d877722ca4e40f98,200000.0,"<si> денежная наличность,поступившая через банкомат 60000636,14/06/2019 16:11:04: вноситель:парамошкин василий сергеевич id070026458 источник:14-займы доп.инфо:",0.7321377441056627,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.6035492607194017,yellow
2021-09-03,d877722ca4e40f98,8d9e0be733f77f1c,74.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: документ(ы):; от 03/09/21 №№: 298 (4000 rur ), 304 (4999",0.19503383203389268,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.2363018519805834,green
2019-02-27,d877722ca4e40f98,80799e1a6646b6dc,9000.0,гос.пошлина за рассмотрение иска в арбитражным судом сахалинской области,0.14715905606216928,0.20367633893077536,0.48008165384209694,0.3423104845347409,0.48008165384209694,0.20696399310725838,green
2021-05-12,8d9e0be733f77f1c,d877722ca4e40f98,510000.0,"<si>прием ден. нал. через ус 60007270 date_c37779dfbcb4 09:01:40 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.5144574632910326,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.4643029858490908,yellow
2020-08-31,d877722ca4e40f98,8d9e0be733f77f1c,1800.0,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/08/2020' по '31/08/2020' за 31 дней. ндс не облагается,0.5927779211260271,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.48004105945753034,yellow
2020-08-20,d877722ca4e40f98,6931e23e98703aa9,500000.0,оплата по счету № 4 от date_de9a487d4639 устройство кровли по договору подряда №3-тор от 19.05.17г сумма 500000-00 в т.ч. ндс (20%) 83333-33,0.7209656139233942,0.20367633893077536,0.48008165384209694,0.5443441301312014,0.5443441301312014,0.5674115512721237,yellow
2019-12-26,d877722ca4e40f98,2da52242895cf5c0,101606.84,возврат займа и процентов по договору 7 от date_3350bf758866 сумма 101606-84 без налога (ндс),0.6297676080415044,0.20367633893077536,0.48008165384209694,0.488392432622655,0.488392432622655,0.5038486959544372,yellow
2020-09-24,d877722ca4e40f98,6931e23e98703aa9,500000.0,оплата по счету № 7 от date_0abafb076672 устройство кровли согласно договора подряда №3-тор от 19.05.2017г сумма 500000-00 в т.ч. ндс (20%) 83333-33,0.7047166764479184,0.20367633893077536,0.48008165384209694,0.5443441301312014,0.5443441301312014,0.5574541358101996,yellow
2019-06-21,8d9e0be733f77f1c,d877722ca4e40f98,200000.0,"<si> денежная наличность,поступившая через банкомат 60007270,21/06/2019 16:07:16: вноситель:парамошкин василий сергеевич id070026458 источник:14-займы доп.инфо:",0.6991958998578952,0.20367633893077536,0.5513321584020305,0.7641079136265316,0.7641079136265316,0.5824769381291632,yellow
2021-03-19,d877722ca4e40f98,8d9e0be733f77f1c,25909.06,аванс по заработной плате по реестру №5 от date_ba7b631110db в соответствии с договором 50356798 от date_eb8c294d74c6,0.49273045319454717,0.20367633893077536,0.48008165384209694,0.35997857540281814,0.48008165384209694,0.41873156118351457,yellow
2021-08-25,d877722ca4e40f98,480b91025f5be8d0,4648.8,оплата по счету № 17 от date_d6a5d13225c2 арендная плата за февраль 2020 года сумма 4648-80 без налога (ндс),0.47945346211663215,0.20367633893077536,0.48008165384209694,0.46263614412315035,0.48008165384209694,0.4105953666510048,yellow
